#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35B9C
#Date Time: 2022-05-20 16:38:02.020
#Sample rate: 4000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.47789 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 20 mV/div Offset: -1.45 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 20 mV/div Offset: -1.45 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-1,1.4799201938291933,1.4797973438838248
-0.99975,1.4799201938291933,1.4794646726748095
-0.9995,1.4799201938291933,1.4797973438838248
-0.99925,1.4799201938291933,1.4797973438838248
-0.999,1.4799201938291933,1.4797973438838248
-0.99875,1.480258871551294,1.4797973438838248
-0.9985,1.480258871551294,1.4794646726748095
-0.99825,1.480258871551294,1.4797973438838248
-0.998,1.4799201938291933,1.4794646726748095
-0.99775,1.4799201938291933,1.4797973438838248
-0.9975,1.4799201938291933,1.4794646726748095
-0.99725,1.4799201938291933,1.4794646726748095
-0.997,1.4799201938291933,1.4794646726748095
-0.99675,1.4795815161070924,1.4791320014657943
-0.9965,1.4795815161070924,1.4791320014657943
-0.99625,1.4795815161070924,1.4791320014657943
-0.996,1.4795815161070924,1.4787993302567792
-0.99575,1.4792428383849916,1.4787993302567792
-0.9955,1.4792428383849916,1.478466659047764
-0.99525,1.4792428383849916,1.478466659047764
-0.995,1.4789041606628908,1.478466659047764
-0.99475,1.4789041606628908,1.4781339878387487
-0.9945,1.4785654829407902,1.4781339878387487
-0.99425,1.4785654829407902,1.4778013166297335
-0.994,1.4785654829407902,1.4778013166297335
-0.99375,1.4782268052186893,1.4778013166297335
-0.9935,1.4782268052186893,1.4778013166297335
-0.99325,1.4778881274965885,1.4774686454207182
-0.993,1.4778881274965885,1.4774686454207182
-0.99275,1.4775494497744877,1.4774686454207182
-0.9925,1.4775494497744877,1.4768033030026877
-0.99225,1.4772107720523868,1.4768033030026877
-0.992,1.4772107720523868,1.4768033030026877
-0.99175,1.476872094330286,1.4768033030026877
-0.9915,1.476872094330286,1.4768033030026877
-0.99125,1.4765334166081852,1.4764706317936724
-0.991,1.4765334166081852,1.4764706317936724
-0.99075,1.4761947388860843,1.4764706317936724
-0.9905,1.4761947388860843,1.4764706317936724
-0.99025,1.4761947388860843,1.4764706317936724
-0.99,1.4761947388860843,1.4761379605846572
-0.98975,1.4758560611639835,1.4761379605846572
-0.9895,1.4758560611639835,1.4761379605846572
-0.98925,1.4758560611639835,1.4761379605846572
-0.989,1.4758560611639835,1.4761379605846572
-0.98875,1.4758560611639835,1.4761379605846572
-0.9885,1.4758560611639835,1.475805289375642
-0.98825,1.4755173834418827,1.475805289375642
-0.988,1.4758560611639835,1.4761379605846572
-0.98775,1.4758560611639835,1.4761379605846572
-0.9875,1.4758560611639835,1.4761379605846572
-0.98725,1.4758560611639835,1.4764706317936724
-0.987,1.4758560611639835,1.4764706317936724
-0.98675,1.4761947388860843,1.4764706317936724
-0.9865,1.4761947388860843,1.4764706317936724
-0.98625,1.4761947388860843,1.4768033030026877
-0.986,1.4765334166081852,1.4768033030026877
-0.98575,1.4765334166081852,1.477135974211703
-0.9855,1.4765334166081852,1.477135974211703
-0.98525,1.476872094330286,1.477135974211703
-0.985,1.476872094330286,1.4774686454207182
-0.98475,1.476872094330286,1.4774686454207182
-0.9845,1.4772107720523868,1.4778013166297335
-0.98425,1.4772107720523868,1.4781339878387487
-0.984,1.4775494497744877,1.4781339878387487
-0.98375,1.4775494497744877,1.4781339878387487
-0.9835,1.4778881274965885,1.478466659047764
-0.98325,1.4778881274965885,1.4787993302567792
-0.983,1.4778881274965885,1.4787993302567792
-0.98275,1.4782268052186893,1.4791320014657943
-0.9825,1.4782268052186893,1.4791320014657943
-0.98225,1.4785654829407902,1.4794646726748095
-0.982,1.4785654829407902,1.4797973438838248
-0.98175,1.4785654829407902,1.4797973438838248
-0.9815,1.4789041606628908,1.48013001509284
-0.98125,1.4789041606628908,1.48013001509284
-0.981,1.4792428383849916,1.4804626863018553
-0.98075,1.4792428383849916,1.4804626863018553
-0.9805,1.4792428383849916,1.4804626863018553
-0.98025,1.4792428383849916,1.4804626863018553
-0.98,1.4795815161070924,1.4804626863018553
-0.97975,1.4792428383849916,1.4804626863018553
-0.9795,1.4795815161070924,1.4807953575108705
-0.97925,1.4795815161070924,1.4807953575108705
-0.979,1.4795815161070924,1.4807953575108705
-0.97875,1.4795815161070924,1.4807953575108705
-0.9785,1.4799201938291933,1.4807953575108705
-0.97825,1.4795815161070924,1.4807953575108705
-0.978,1.4795815161070924,1.4807953575108705
-0.97775,1.4795815161070924,1.4807953575108705
-0.9775,1.4795815161070924,1.4807953575108705
-0.97725,1.4795815161070924,1.4804626863018553
-0.977,1.4795815161070924,1.4804626863018553
-0.97675,1.4795815161070924,1.4804626863018553
-0.9765,1.4795815161070924,1.4804626863018553
-0.97625,1.4792428383849916,1.48013001509284
-0.976,1.4792428383849916,1.48013001509284
-0.97575,1.4792428383849916,1.48013001509284
-0.9755,1.4789041606628908,1.48013001509284
-0.97525,1.4789041606628908,1.4797973438838248
-0.975,1.4789041606628908,1.4797973438838248
-0.97475,1.4785654829407902,1.4794646726748095
-0.9745,1.4785654829407902,1.4794646726748095
-0.97425,1.4785654829407902,1.4794646726748095
-0.974,1.4782268052186893,1.4791320014657943
-0.97375,1.4782268052186893,1.4791320014657943
-0.9735,1.4778881274965885,1.4791320014657943
-0.97325,1.4775494497744877,1.4787993302567792
-0.973,1.4775494497744877,1.478466659047764
-0.97275,1.4775494497744877,1.478466659047764
-0.9725,1.4775494497744877,1.478466659047764
-0.97225,1.4772107720523868,1.478466659047764
-0.972,1.4772107720523868,1.4781339878387487
-0.97175,1.4772107720523868,1.4778013166297335
-0.9715,1.4765334166081852,1.4778013166297335
-0.97125,1.476872094330286,1.4774686454207182
-0.971,1.4765334166081852,1.4774686454207182
-0.97075,1.4765334166081852,1.4774686454207182
-0.9705,1.4761947388860843,1.477135974211703
-0.97025,1.4761947388860843,1.477135974211703
-0.97,1.4761947388860843,1.477135974211703
-0.96975,1.4758560611639835,1.4768033030026877
-0.9695,1.4758560611639835,1.4768033030026877
-0.96925,1.4758560611639835,1.4768033030026877
-0.969,1.4758560611639835,1.4768033030026877
-0.96875,1.4758560611639835,1.4768033030026877
-0.9685,1.4758560611639835,1.4768033030026877
-0.96825,1.4758560611639835,1.4768033030026877
-0.968,1.4758560611639835,1.4768033030026877
-0.96775,1.4758560611639835,1.4768033030026877
-0.9675,1.4758560611639835,1.4768033030026877
-0.96725,1.4758560611639835,1.4768033030026877
-0.967,1.4761947388860843,1.477135974211703
-0.96675,1.4761947388860843,1.477135974211703
-0.9665,1.4761947388860843,1.477135974211703
-0.96625,1.4761947388860843,1.477135974211703
-0.966,1.4761947388860843,1.477135974211703
-0.96575,1.4765334166081852,1.4774686454207182
-0.9655,1.476872094330286,1.4774686454207182
-0.96525,1.4772107720523868,1.4774686454207182
-0.965,1.476872094330286,1.4778013166297335
-0.96475,1.4772107720523868,1.4778013166297335
-0.9645,1.4772107720523868,1.4781339878387487
-0.96425,1.4772107720523868,1.478466659047764
-0.964,1.4775494497744877,1.478466659047764
-0.96375,1.4775494497744877,1.478466659047764
-0.9635,1.4775494497744877,1.4787993302567792
-0.96325,1.4778881274965885,1.4791320014657943
-0.963,1.4778881274965885,1.4791320014657943
-0.96275,1.4782268052186893,1.4791320014657943
-0.9625,1.4782268052186893,1.4791320014657943
-0.96225,1.4785654829407902,1.4791320014657943
-0.962,1.4785654829407902,1.4794646726748095
-0.96175,1.4789041606628908,1.4797973438838248
-0.9615,1.4789041606628908,1.4797973438838248
-0.96125,1.4789041606628908,1.4797973438838248
-0.961,1.4789041606628908,1.48013001509284
-0.96075,1.4792428383849916,1.48013001509284
-0.9605,1.4792428383849916,1.48013001509284
-0.96025,1.4792428383849916,1.4804626863018553
-0.96,1.4792428383849916,1.4804626863018553
-0.95975,1.4792428383849916,1.4804626863018553
-0.9595,1.4795815161070924,1.4807953575108705
-0.95925,1.4795815161070924,1.4807953575108705
-0.959,1.4795815161070924,1.4807953575108705
-0.95875,1.4795815161070924,1.4807953575108705
-0.9585,1.4795815161070924,1.4811280287198858
-0.95825,1.4795815161070924,1.4807953575108705
-0.958,1.4795815161070924,1.4807953575108705
-0.95775,1.4795815161070924,1.4807953575108705
-0.9575,1.4792428383849916,1.4807953575108705
-0.95725,1.4792428383849916,1.4804626863018553
-0.957,1.4792428383849916,1.4804626863018553
-0.95675,1.4792428383849916,1.4804626863018553
-0.9565,1.4789041606628908,1.4804626863018553
-0.95625,1.4789041606628908,1.4804626863018553
-0.956,1.4789041606628908,1.4804626863018553
-0.95575,1.4789041606628908,1.48013001509284
-0.9555,1.4785654829407902,1.48013001509284
-0.95525,1.4785654829407902,1.4797973438838248
-0.955,1.4785654829407902,1.4797973438838248
-0.95475,1.4782268052186893,1.4797973438838248
-0.9545,1.4782268052186893,1.4794646726748095
-0.95425,1.4778881274965885,1.4791320014657943
-0.954,1.4778881274965885,1.4791320014657943
-0.95375,1.4775494497744877,1.4791320014657943
-0.9535,1.4775494497744877,1.4787993302567792
-0.95325,1.4772107720523868,1.478466659047764
-0.953,1.4772107720523868,1.4781339878387487
-0.95275,1.476872094330286,1.4781339878387487
-0.9525,1.476872094330286,1.4778013166297335
-0.95225,1.476872094330286,1.4778013166297335
-0.952,1.4765334166081852,1.4774686454207182
-0.95175,1.4761947388860843,1.4774686454207182
-0.9515,1.4761947388860843,1.477135974211703
-0.95125,1.4761947388860843,1.4768033030026877
-0.951,1.4758560611639835,1.4768033030026877
-0.95075,1.4758560611639835,1.4764706317936724
-0.9505,1.4758560611639835,1.4764706317936724
-0.95025,1.4758560611639835,1.4768033030026877
-0.95,1.4755173834418827,1.4764706317936724
-0.94975,1.4755173834418827,1.4764706317936724
-0.9495,1.4755173834418827,1.4764706317936724
-0.94925,1.4755173834418827,1.4761379605846572
-0.949,1.4755173834418827,1.4761379605846572
-0.94875,1.4751787057197818,1.4761379605846572
-0.9485,1.4751787057197818,1.4761379605846572
-0.94825,1.4751787057197818,1.4761379605846572
-0.948,1.4755173834418827,1.4761379605846572
-0.94775,1.4751787057197818,1.4764706317936724
-0.9475,1.4755173834418827,1.4764706317936724
-0.94725,1.4755173834418827,1.4768033030026877
-0.947,1.4755173834418827,1.4768033030026877
-0.94675,1.4755173834418827,1.4768033030026877
-0.9465,1.4758560611639835,1.4768033030026877
-0.94625,1.4758560611639835,1.477135974211703
-0.946,1.4758560611639835,1.477135974211703
-0.94575,1.4761947388860843,1.4774686454207182
-0.9455,1.4761947388860843,1.4774686454207182
-0.94525,1.4761947388860843,1.4774686454207182
-0.945,1.4761947388860843,1.4778013166297335
-0.94475,1.4765334166081852,1.4778013166297335
-0.9445,1.4765334166081852,1.4781339878387487
-0.94425,1.476872094330286,1.4781339878387487
-0.944,1.476872094330286,1.478466659047764
-0.94375,1.476872094330286,1.478466659047764
-0.9435,1.4772107720523868,1.4787993302567792
-0.94325,1.4772107720523868,1.4787993302567792
-0.943,1.4775494497744877,1.4791320014657943
-0.94275,1.4775494497744877,1.4791320014657943
-0.9425,1.4775494497744877,1.4791320014657943
-0.94225,1.4775494497744877,1.4791320014657943
-0.942,1.4778881274965885,1.4794646726748095
-0.94175,1.4778881274965885,1.4794646726748095
-0.9415,1.4782268052186893,1.4794646726748095
-0.94125,1.4782268052186893,1.4797973438838248
-0.941,1.4785654829407902,1.4797973438838248
-0.94075,1.4785654829407902,1.4797973438838248
-0.9405,1.4785654829407902,1.4797973438838248
-0.94025,1.4785654829407902,1.48013001509284
-0.94,1.4789041606628908,1.48013001509284
-0.93975,1.4789041606628908,1.48013001509284
-0.9395,1.4789041606628908,1.48013001509284
-0.93925,1.4789041606628908,1.48013001509284
-0.939,1.4789041606628908,1.4804626863018553
-0.93875,1.4789041606628908,1.4804626863018553
-0.9385,1.4792428383849916,1.4804626863018553
-0.93825,1.4789041606628908,1.4804626863018553
-0.938,1.4789041606628908,1.4804626863018553
-0.93775,1.4792428383849916,1.4804626863018553
-0.9375,1.4789041606628908,1.4804626863018553
-0.93725,1.4789041606628908,1.48013001509284
-0.937,1.4789041606628908,1.48013001509284
-0.93675,1.4789041606628908,1.48013001509284
-0.9365,1.4785654829407902,1.48013001509284
-0.93625,1.4785654829407902,1.48013001509284
-0.936,1.4782268052186893,1.48013001509284
-0.93575,1.4782268052186893,1.4797973438838248
-0.9355,1.4782268052186893,1.4797973438838248
-0.93525,1.4782268052186893,1.48013001509284
-0.935,1.4782268052186893,1.4797973438838248
-0.93475,1.4778881274965885,1.4797973438838248
-0.9345,1.4778881274965885,1.4797973438838248
-0.93425,1.4775494497744877,1.4797973438838248
-0.934,1.4775494497744877,1.4794646726748095
-0.93375,1.4772107720523868,1.4794646726748095
-0.9335,1.4772107720523868,1.4791320014657943
-0.93325,1.476872094330286,1.4791320014657943
-0.933,1.476872094330286,1.4787993302567792
-0.93275,1.4765334166081852,1.478466659047764
-0.9325,1.4761947388860843,1.478466659047764
-0.93225,1.4761947388860843,1.4781339878387487
-0.932,1.4761947388860843,1.4781339878387487
-0.93175,1.4755173834418827,1.4781339878387487
-0.9315,1.4755173834418827,1.4778013166297335
-0.93125,1.4755173834418827,1.4778013166297335
-0.931,1.4755173834418827,1.4778013166297335
-0.93075,1.4751787057197818,1.4774686454207182
-0.9305,1.4751787057197818,1.4774686454207182
-0.93025,1.4751787057197818,1.477135974211703
-0.93,1.4751787057197818,1.477135974211703
-0.92975,1.4751787057197818,1.477135974211703
-0.9295,1.474840027997681,1.4768033030026877
-0.92925,1.474840027997681,1.4768033030026877
-0.929,1.474840027997681,1.4764706317936724
-0.92875,1.474840027997681,1.4764706317936724
-0.9285,1.474840027997681,1.4764706317936724
-0.92825,1.474840027997681,1.4764706317936724
-0.928,1.474840027997681,1.4764706317936724
-0.92775,1.474840027997681,1.4764706317936724
-0.9275,1.474840027997681,1.4764706317936724
-0.92725,1.474840027997681,1.4764706317936724
-0.927,1.4751787057197818,1.4764706317936724
-0.92675,1.4751787057197818,1.4764706317936724
-0.9265,1.4751787057197818,1.4764706317936724
-0.92625,1.4751787057197818,1.4764706317936724
-0.926,1.4755173834418827,1.4764706317936724
-0.92575,1.4755173834418827,1.4764706317936724
-0.9255,1.4758560611639835,1.4764706317936724
-0.92525,1.4758560611639835,1.4768033030026877
-0.925,1.4761947388860843,1.4768033030026877
-0.92475,1.4761947388860843,1.4768033030026877
-0.9245,1.4761947388860843,1.4768033030026877
-0.92425,1.4765334166081852,1.477135974211703
-0.924,1.4765334166081852,1.477135974211703
-0.92375,1.4765334166081852,1.477135974211703
-0.9235,1.476872094330286,1.4774686454207182
-0.92325,1.476872094330286,1.4774686454207182
-0.923,1.476872094330286,1.4778013166297335
-0.92275,1.4772107720523868,1.4781339878387487
-0.9225,1.4772107720523868,1.4781339878387487
-0.92225,1.4778881274965885,1.4781339878387487
-0.922,1.4778881274965885,1.478466659047764
-0.92175,1.4778881274965885,1.478466659047764
-0.9215,1.4778881274965885,1.478466659047764
-0.92125,1.4782268052186893,1.4787993302567792
-0.921,1.4782268052186893,1.4787993302567792
-0.92075,1.4782268052186893,1.4787993302567792
-0.9205,1.4785654829407902,1.4791320014657943
-0.92025,1.4785654829407902,1.4791320014657943
-0.92,1.4785654829407902,1.4791320014657943
-0.91975,1.4785654829407902,1.4791320014657943
-0.9195,1.4785654829407902,1.4791320014657943
-0.91925,1.4785654829407902,1.4794646726748095
-0.919,1.4789041606628908,1.4794646726748095
-0.91875,1.4789041606628908,1.4791320014657943
-0.9185,1.4789041606628908,1.4794646726748095
-0.91825,1.4789041606628908,1.4794646726748095
-0.918,1.4789041606628908,1.4794646726748095
-0.91775,1.4789041606628908,1.4794646726748095
-0.9175,1.4789041606628908,1.4794646726748095
-0.91725,1.4785654829407902,1.4791320014657943
-0.917,1.4789041606628908,1.4791320014657943
-0.91675,1.4785654829407902,1.4791320014657943
-0.9165,1.4785654829407902,1.4791320014657943
-0.91625,1.4782268052186893,1.4787993302567792
-0.916,1.4782268052186893,1.4787993302567792
-0.91575,1.4782268052186893,1.4787993302567792
-0.9155,1.4778881274965885,1.4787993302567792
-0.91525,1.4778881274965885,1.478466659047764
-0.915,1.4775494497744877,1.478466659047764
-0.91475,1.4775494497744877,1.478466659047764
-0.9145,1.4775494497744877,1.4781339878387487
-0.91425,1.4772107720523868,1.4781339878387487
-0.914,1.4772107720523868,1.4778013166297335
-0.91375,1.476872094330286,1.4778013166297335
-0.9135,1.476872094330286,1.4778013166297335
-0.91325,1.476872094330286,1.4778013166297335
-0.913,1.4765334166081852,1.4774686454207182
-0.91275,1.4765334166081852,1.4774686454207182
-0.9125,1.4761947388860843,1.477135974211703
-0.91225,1.4765334166081852,1.4768033030026877
-0.912,1.4761947388860843,1.4764706317936724
-0.91175,1.4755173834418827,1.4764706317936724
-0.9115,1.4758560611639835,1.4761379605846572
-0.91125,1.4755173834418827,1.4761379605846572
-0.911,1.4755173834418827,1.475805289375642
-0.91075,1.4751787057197818,1.475805289375642
-0.9105,1.4751787057197818,1.475805289375642
-0.91025,1.4751787057197818,1.4754726181666267
-0.91,1.4751787057197818,1.4754726181666267
-0.90975,1.4751787057197818,1.4754726181666267
-0.9095,1.474840027997681,1.4754726181666267
-0.90925,1.4751787057197818,1.4754726181666267
-0.909,1.4751787057197818,1.4754726181666267
-0.90875,1.4751787057197818,1.4754726181666267
-0.9085,1.4751787057197818,1.4754726181666267
-0.90825,1.474840027997681,1.4754726181666267
-0.908,1.474840027997681,1.4754726181666267
-0.90775,1.4751787057197818,1.475805289375642
-0.9075,1.4751787057197818,1.475805289375642
-0.90725,1.4751787057197818,1.475805289375642
-0.907,1.4751787057197818,1.475805289375642
-0.90675,1.4755173834418827,1.475805289375642
-0.9065,1.4755173834418827,1.475805289375642
-0.90625,1.4755173834418827,1.4761379605846572
-0.906,1.4755173834418827,1.4761379605846572
-0.90575,1.4758560611639835,1.4764706317936724
-0.9055,1.4758560611639835,1.4764706317936724
-0.90525,1.4758560611639835,1.4768033030026877
-0.905,1.4761947388860843,1.4768033030026877
-0.90475,1.4761947388860843,1.4768033030026877
-0.9045,1.4761947388860843,1.477135974211703
-0.90425,1.4765334166081852,1.4774686454207182
-0.904,1.4765334166081852,1.4774686454207182
-0.90375,1.476872094330286,1.4774686454207182
-0.9035,1.4772107720523868,1.4778013166297335
-0.90325,1.4772107720523868,1.4781339878387487
-0.903,1.4775494497744877,1.4781339878387487
-0.90275,1.4775494497744877,1.478466659047764
-0.9025,1.4775494497744877,1.478466659047764
-0.90225,1.4778881274965885,1.4787993302567792
-0.902,1.4778881274965885,1.478466659047764
-0.90175,1.4782268052186893,1.4787993302567792
-0.9015,1.4785654829407902,1.4791320014657943
-0.90125,1.4782268052186893,1.4791320014657943
-0.901,1.4785654829407902,1.4794646726748095
-0.90075,1.4785654829407902,1.4794646726748095
-0.9005,1.4785654829407902,1.4797973438838248
-0.90025,1.4785654829407902,1.4797973438838248
-0.9,1.4789041606628908,1.4797973438838248
-0.89975,1.4789041606628908,1.4797973438838248
-0.8995,1.4789041606628908,1.4797973438838248
-0.89925,1.4792428383849916,1.48013001509284
-0.899,1.4789041606628908,1.48013001509284
-0.89875,1.4792428383849916,1.48013001509284
-0.8985,1.4792428383849916,1.48013001509284
-0.89825,1.4789041606628908,1.48013001509284
-0.898,1.4789041606628908,1.48013001509284
-0.89775,1.4789041606628908,1.48013001509284
-0.8975,1.4792428383849916,1.48013001509284
-0.89725,1.4789041606628908,1.48013001509284
-0.897,1.4789041606628908,1.48013001509284
-0.89675,1.4789041606628908,1.48013001509284
-0.8965,1.4789041606628908,1.48013001509284
-0.89625,1.4789041606628908,1.4797973438838248
-0.896,1.4785654829407902,1.4797973438838248
-0.89575,1.4785654829407902,1.4797973438838248
-0.8955,1.4785654829407902,1.4797973438838248
-0.89525,1.4782268052186893,1.4794646726748095
-0.895,1.4782268052186893,1.4794646726748095
-0.89475,1.4778881274965885,1.4794646726748095
-0.8945,1.4778881274965885,1.4791320014657943
-0.89425,1.4775494497744877,1.4791320014657943
-0.894,1.4775494497744877,1.4791320014657943
-0.89375,1.4775494497744877,1.4787993302567792
-0.8935,1.4775494497744877,1.4787993302567792
-0.89325,1.4772107720523868,1.478466659047764
-0.893,1.4772107720523868,1.478466659047764
-0.89275,1.476872094330286,1.478466659047764
-0.8925,1.476872094330286,1.4781339878387487
-0.89225,1.476872094330286,1.4781339878387487
-0.892,1.4765334166081852,1.4778013166297335
-0.89175,1.4765334166081852,1.4774686454207182
-0.8915,1.4761947388860843,1.4774686454207182
