#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35B9C
#Date Time: 2022-05-20 16:01:31.031
#Sample rate: 4000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.47789 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 20 mV/div Offset: -1.45 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 20 mV/div Offset: -1.45 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-1,1.4809362269954958,1.4768033030026877
-0.99975,1.4812749047175966,1.477135974211703
-0.9995,1.4816135824396974,1.4774686454207182
-0.99925,1.4816135824396974,1.4774686454207182
-0.999,1.4819522601617983,1.4778013166297335
-0.99875,1.4819522601617983,1.4781339878387487
-0.9985,1.482290937883899,1.4781339878387487
-0.99825,1.482629615606,1.478466659047764
-0.998,1.4829682933281008,1.478466659047764
-0.99775,1.4829682933281008,1.478466659047764
-0.9975,1.4833069710502016,1.478466659047764
-0.99725,1.4833069710502016,1.4787993302567792
-0.997,1.4833069710502016,1.4787993302567792
-0.99675,1.4836456487723024,1.4787993302567792
-0.9965,1.4836456487723024,1.4787993302567792
-0.99625,1.4836456487723024,1.4787993302567792
-0.996,1.4836456487723024,1.4787993302567792
-0.99575,1.4836456487723024,1.4791320014657943
-0.9955,1.4836456487723024,1.4787993302567792
-0.99525,1.4836456487723024,1.4787993302567792
-0.995,1.4836456487723024,1.4787993302567792
-0.99475,1.4836456487723024,1.478466659047764
-0.9945,1.4833069710502016,1.478466659047764
-0.99425,1.4833069710502016,1.478466659047764
-0.994,1.4829682933281008,1.478466659047764
-0.99375,1.4829682933281008,1.4781339878387487
-0.9935,1.482629615606,1.4778013166297335
-0.99325,1.482290937883899,1.4778013166297335
-0.993,1.482290937883899,1.4778013166297335
-0.99275,1.4819522601617983,1.4774686454207182
-0.9925,1.4819522601617983,1.477135974211703
-0.99225,1.4816135824396974,1.477135974211703
-0.992,1.4812749047175966,1.4768033030026877
-0.99175,1.4809362269954958,1.4764706317936724
-0.9915,1.480597549273395,1.4764706317936724
-0.99125,1.480258871551294,1.4761379605846572
