#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35B9C
#Date Time: 2022-05-23 15:46:34.620
#Sample rate: 4000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.47789 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 20 mV/div Offset: -1.48 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 20 mV/div Offset: -1.48 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.6799999999999999,1.478679728300644,1.4764717648047119
-0.6797500000000001,1.478679728300644,1.4761390935956968
-0.6795,1.4783410505785433,1.4761390935956966
-0.6792499999999999,1.4783410505785433,1.4761390935956966
-0.679,1.4783410505785433,1.4761390935956966
-0.67875,1.4783410505785433,1.4761390935956966
-0.6785000000000001,1.4783410505785433,1.4761390935956966
-0.67825,1.4783410505785433,1.4761390935956966
-0.6779999999999999,1.4780023728564424,1.4758064223866814
-0.6777500000000001,1.478341050578543,1.4758064223866814
-0.6775,1.4783410505785433,1.4758064223866814
-0.6772499999999999,1.4783410505785433,1.4758064223866814
-0.677,1.4783410505785433,1.4758064223866814
-0.67675,1.4783410505785433,1.4758064223866814
-0.6765000000000001,1.4783410505785433,1.4758064223866814
-0.67625,1.4783410505785433,1.4758064223866814
-0.6759999999999999,1.4783410505785433,1.4758064223866814
-0.6757500000000001,1.4783410505785433,1.4758064223866814
-0.6755,1.478679728300644,1.4758064223866814
-0.6752499999999999,1.478679728300644,1.4761390935956966
-0.675,1.478679728300644,1.4761390935956966
-0.67475,1.479018406022745,1.4761390935956966
-0.6745000000000001,1.479018406022745,1.4758064223866816
-0.67425,1.479018406022745,1.4758064223866814
-0.6739999999999999,1.4793570837448458,1.4761390935956966
-0.6737500000000001,1.4793570837448458,1.4761390935956966
-0.6735,1.4793570837448458,1.4761390935956966
-0.6732499999999999,1.4793570837448458,1.4761390935956966
-0.673,1.4796957614669464,1.4761390935956966
-0.67275,1.4796957614669466,1.4761390935956966
-0.6725000000000001,1.4800344391890472,1.4761390935956966
-0.67225,1.4800344391890474,1.4764717648047117
-0.6719999999999999,1.4796957614669466,1.4764717648047119
-0.6717500000000001,1.4800344391890472,1.4764717648047119
-0.6715,1.4800344391890474,1.4764717648047119
-0.6712499999999999,1.4800344391890474,1.4764717648047119
-0.671,1.480373116911148,1.4764717648047119
-0.67075,1.4803731169111483,1.4764717648047119
-0.6705000000000001,1.4803731169111483,1.476804436013727
-0.67025,1.4803731169111483,1.4768044360137271
-0.6699999999999999,1.480711794633249,1.4768044360137271
-0.6697500000000001,1.480711794633249,1.4768044360137271
-0.6695,1.480711794633249,1.4768044360137271
-0.6692499999999999,1.480711794633249,1.4768044360137271
-0.669,1.480711794633249,1.4768044360137271
-0.66875,1.480711794633249,1.4768044360137271
-0.6685000000000001,1.4810504723553497,1.4768044360137271
-0.66825,1.48105047235535,1.4771371072227422
-0.6679999999999999,1.48105047235535,1.4771371072227424
-0.6677500000000001,1.4813891500774505,1.4771371072227424
-0.6675,1.4813891500774508,1.4768044360137271
-0.6672499999999999,1.4813891500774508,1.4771371072227424
-0.667,1.4813891500774508,1.4771371072227424
-0.66675,1.4813891500774508,1.4771371072227424
-0.6665000000000001,1.4810504723553501,1.4771371072227424
-0.66625,1.4813891500774505,1.4771371072227424
-0.6659999999999999,1.4813891500774508,1.4771371072227424
-0.6657500000000001,1.4813891500774508,1.4771371072227424
-0.6655,1.4813891500774508,1.4771371072227424
-0.6652499999999999,1.4813891500774508,1.4771371072227424
-0.665,1.4810504723553501,1.4771371072227424
-0.66475,1.48105047235535,1.4771371072227424
-0.6645000000000001,1.48105047235535,1.4771371072227424
-0.66425,1.48105047235535,1.4771371072227424
-0.6639999999999999,1.480711794633249,1.4771371072227424
-0.6637500000000001,1.480711794633249,1.4768044360137274
-0.6635,1.480711794633249,1.4768044360137271
-0.6632499999999999,1.480711794633249,1.4768044360137271
-0.663,1.4803731169111485,1.4768044360137271
-0.66275,1.4803731169111483,1.4764717648047119
-0.6625000000000001,1.4803731169111483,1.4764717648047119
-0.66225,1.4800344391890476,1.4764717648047119
-0.6619999999999999,1.4800344391890474,1.4764717648047119
-0.6617500000000001,1.4800344391890474,1.4764717648047119
-0.6615,1.4800344391890474,1.4764717648047119
-0.6612499999999999,1.4800344391890474,1.4761390935956966
-0.661,1.4796957614669468,1.4761390935956966
-0.66075,1.4796957614669466,1.4761390935956966
-0.6605000000000001,1.4796957614669466,1.4758064223866816
-0.66025,1.4796957614669466,1.4758064223866814
-0.6599999999999999,1.4793570837448458,1.4758064223866814
-0.6597500000000001,1.4790184060227451,1.4754737511776663
-0.6595,1.4793570837448458,1.4751410799686508
-0.6592499999999999,1.4793570837448458,1.475473751177666
-0.659,1.4790184060227451,1.475141079968651
-0.65875,1.479018406022745,1.4751410799686508
-0.6585000000000001,1.479018406022745,1.4751410799686508
-0.65825,1.479018406022745,1.4751410799686508
-0.6579999999999999,1.478679728300644,1.4748084087596356
-0.6577500000000001,1.4790184060227447,1.4751410799686506
-0.6575,1.478679728300644,1.4751410799686508
-0.6572499999999999,1.478679728300644,1.4751410799686508
-0.657,1.478679728300644,1.4751410799686508
-0.65675,1.479018406022745,1.4751410799686508
-0.6565000000000001,1.479018406022745,1.4751410799686508
-0.65625,1.479018406022745,1.4748084087596358
-0.6559999999999999,1.479018406022745,1.4751410799686508
-0.65575,1.4793570837448455,1.4751410799686508
-0.6555,1.4793570837448458,1.4751410799686508
-0.6552499999999999,1.4793570837448458,1.4751410799686508
-0.655,1.4793570837448458,1.4751410799686508
-0.6547499999999999,1.4793570837448458,1.4751410799686508
-0.6545000000000001,1.4796957614669464,1.4751410799686508
-0.65425,1.4796957614669466,1.4751410799686508
-0.6539999999999999,1.4800344391890474,1.4751410799686508
-0.65375,1.4800344391890474,1.4751410799686508
-0.6535,1.4803731169111483,1.4751410799686508
-0.6532499999999999,1.4803731169111483,1.4751410799686508
-0.653,1.4807117946332489,1.4751410799686508
-0.6527499999999999,1.48105047235535,1.4751410799686508
-0.6525000000000001,1.48105047235535,1.4751410799686508
-0.65225,1.4813891500774505,1.4751410799686508
-0.6519999999999999,1.4817278277995516,1.475473751177666
-0.65175,1.4817278277995516,1.475141079968651
-0.6515,1.4820665055216524,1.4751410799686508
-0.6512499999999999,1.4820665055216524,1.4751410799686508
-0.651,1.482405183243753,1.4751410799686508
-0.6507499999999999,1.4824051832437533,1.475473751177666
