#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35B9C
#Date Time: 2022-07-23 16:58:20.703
#Sample rate: 1600Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.47 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 20 mV/div Offset: -1.5 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 20 mV/div Offset: -1.5 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
1.9925000000000002,1.47097937365406,1.4799149275399828
1.993125,1.4716567290982616,1.478916913912937
1.9937500000000001,1.4726727622645641,1.477586229076876
1.994375,1.4733501177087656,1.4765882154498304
1.995,1.4740274731529674,1.4752575306137694
1.995625,1.474704828597169,1.4742595169867239
1.99625,1.4753821840413708,1.4732615033596779
1.9968750000000002,1.4760595394855727,1.4722634897326319
1.9975,1.4767368949297741,1.4712654761055863
1.9981250000000002,1.477075572651875,1.470932804896571
1.99875,1.4774142503739758,1.4702674624785408
1.9993750000000001,1.4774142503739758,1.4702674624785408
2,1.4774142503739758,1.4702674624785408
2.0006250000000003,1.4770755726518747,1.4706001336875563
2.00125,1.4763982172076733,1.4709328048965713
2.001875,1.4760595394855724,1.4715981473146016
2.0025000000000004,1.4753821840413706,1.4725961609416478
2.003125,1.4747048285971693,1.4735941745686927
2.00375,1.4740274731529674,1.474592188195739
2.004375,1.473011439986665,1.4755902018227847
2.005,1.4723340845424635,1.4769208866588452
2.005625,1.4716567290982614,1.4779189002858915
2.00625,1.47097937365406,1.478916913912937
2.006875,1.4703020182098587,1.4795822563309673
2.0075000000000003,1.4699633404877577,1.4805802699580133
2.008125,1.4696246627656568,1.4809129411670285
2.00875,1.469285985043556,1.4812456123760438
2.0093750000000004,1.469285985043556,1.4815782835850588
2.01,1.469285985043556,1.4815782835850588
2.010625,1.4696246627656568,1.4809129411670285
2.01125,1.4703020182098583,1.4805802699580133
2.011875,1.4709793736540597,1.479914927539983
2.0125,1.4716567290982618,1.4789169139129368
2.013125,1.4723340845424633,1.4779189002858912
2.01375,1.4733501177087656,1.4769208866588457
2.0143750000000002,1.4740274731529677,1.4755902018227844
2.015,1.4747048285971691,1.474592188195739
2.015625,1.4753821840413706,1.473261503359678
2.0162500000000003,1.4763982172076735,1.4722634897326317
2.016875,1.477075572651875,1.4712654761055861
2.0175,1.4774142503739758,1.4702674624785408
2.0181250000000004,1.4777529280960768,1.4699347912695253
2.01875,1.4780916058181772,1.4692694488514952
2.019375,1.4780916058181774,1.469269448851495
2.02,1.4780916058181774,1.469269448851495
2.020625,1.4777529280960766,1.4696021200605103
2.02125,1.4774142503739758,1.4702674624785408
2.021875,1.4767368949297741,1.470932804896571
2.0225,1.4763982172076733,1.4719308185236168
2.0231250000000003,1.4753821840413708,1.4725961609416474
2.02375,1.4743661508750683,1.4739268457777084
2.024375,1.4736887954308666,1.4749248594047542
2.0250000000000004,1.4730114399866645,1.4759228730318004
2.025625,1.471995406820363,1.476920886658845
2.02625,1.4713180513761608,1.4779189002858912
2.026875,1.4706406959319593,1.478916913912937
2.0275,1.469963340487758,1.4799149275399823
2.028125,1.4696246627656568,1.480247598748998
2.02875,1.4696246627656568,1.4809129411670285
2.029375,1.469285985043556,1.4809129411670285
2.0300000000000002,1.469285985043556,1.4805802699580133
2.030625,1.4696246627656568,1.480247598748998
2.03125,1.4699633404877577,1.4799149275399828
2.0318750000000003,1.4706406959319596,1.4789169139129366
2.0325,1.4713180513761608,1.4779189002858912
2.033125,1.4719954068203625,1.4772535578678607
2.0337500000000004,1.4726727622645646,1.4759228730317995
2.034375,1.4736887954308662,1.4749248594047546
2.035,1.4743661508750683,1.4735941745686931
2.035625,1.47504350631927,1.4725961609416474
2.03625,1.4757208617634716,1.4715981473146016
2.036875,1.4767368949297741,1.470600133687556
2.0375,1.477075572651875,1.4696021200605103
2.038125,1.4774142503739758,1.469269448851495
2.0387500000000003,1.4777529280960766,1.4689367776424798
2.039375,1.4777529280960766,1.4686041064334645
2.04,1.4774142503739758,1.4686041064334645
2.0406250000000004,1.4774142503739756,1.46893677764248
2.04125,1.4770755726518752,1.4692694488514948
2.041875,1.4763982172076733,1.4702674624785408
2.0425,1.4760595394855724,1.4712654761055863
2.043125,1.4750435063192704,1.4719308185236166
2.04375,1.4743661508750683,1.4732615033596779
2.044375,1.4733501177087658,1.4742595169867236
2.045,1.473011439986665,1.4752575306137694
2.0456250000000002,1.4719954068203625,1.476255544240815
2.04625,1.4713180513761608,1.477586229076876
2.046875,1.4706406959319593,1.4782515714949065
2.0475000000000003,1.4703020182098583,1.4792495851219525
2.048125,1.4696246627656568,1.4795822563309675
2.04875,1.4696246627656568,1.480247598748998
2.0493750000000004,1.4696246627656568,1.480247598748998
2.05,1.4696246627656568,1.480247598748998
2.050625,1.4699633404877577,1.4799149275399828
2.05125,1.4703020182098585,1.4792495851219523
2.051875,1.47097937365406,1.4785842427039217
2.0525,1.4716567290982616,1.4779189002858912
2.053125,1.4723340845424633,1.4765882154498302
2.05375,1.473011439986665,1.4755902018227847
2.0543750000000003,1.4740274731529674,1.474592188195739
2.055,1.4747048285971691,1.4735941745686931
2.055625,1.4753821840413708,1.4725961609416474
2.0562500000000004,1.4760595394855727,1.4715981473146011
2.056875,1.476736894929774,1.4706001336875565
2.0575,1.4774142503739758,1.4699347912695255
2.058125,1.4777529280960766,1.469269448851495
2.05875,1.4780916058181772,1.46893677764248
2.059375,1.4780916058181774,1.4686041064334645
2.06,1.4780916058181774,1.4689367776424798
2.060625,1.4777529280960766,1.469269448851495
2.0612500000000002,1.4774142503739758,1.4696021200605103
2.061875,1.477075572651875,1.4702674624785408
2.0625,1.4760595394855724,1.470932804896571
2.0631250000000003,1.4753821840413706,1.4719308185236173
2.06375,1.4747048285971691,1.4729288321506626
2.064375,1.4740274731529674,1.4742595169867236
2.0650000000000004,1.4730114399866647,1.4752575306137699
2.065625,1.4723340845424635,1.4762555442408145
2.06625,1.4716567290982616,1.4772535578678607
2.066875,1.47097937365406,1.4782515714949065
2.0675,1.4703020182098585,1.478916913912937
2.068125,1.4699633404877577,1.4795822563309675
2.06875,1.4696246627656568,1.4799149275399828
2.069375,1.4696246627656568,1.4799149275399828
2.0700000000000003,1.4699633404877577,1.4795822563309675
2.070625,1.4703020182098585,1.4792495851219523
2.07125,1.4706406959319593,1.478916913912937
2.0718750000000004,1.471318051376161,1.478251571494906
2.0725,1.4719954068203622,1.4772535578678612
2.073125,1.473011439986665,1.476255544240815
2.07375,1.4736887954308666,1.4752575306137694
2.074375,1.474366150875068,1.473926845777709
2.075,1.4753821840413708,1.4729288321506626
2.075625,1.4760595394855724,1.4719308185236168
2.07625,1.4767368949297741,1.470932804896571
2.0768750000000002,1.4774142503739758,1.4699347912695255
2.0775,1.4780916058181774,1.4689367776424798
2.078125,1.4784302835402783,1.4682714352244493
2.0787500000000003,1.4787689612623791,1.467938764015434
2.079375,1.4787689612623791,1.467938764015434
2.08,1.4787689612623791,1.467938764015434
2.0806250000000004,1.478768961262379,1.4682714352244495
2.08125,1.4780916058181777,1.4686041064334643
2.081875,1.4777529280960766,1.4696021200605103
2.0825,1.4774142503739758,1.470600133687556
2.083125,1.4767368949297741,1.4712654761055863
2.08375,1.4757208617634716,1.4725961609416474
2.084375,1.4747048285971691,1.4732615033596779
2.085,1.4740274731529674,1.474592188195739
2.0856250000000003,1.4733501177087658,1.4755902018227847
2.08625,1.4726727622645641,1.4765882154498302
2.086875,1.4719954068203625,1.477586229076876
2.0875000000000004,1.4713180513761606,1.478584242703922
2.088125,1.4706406959319596,1.4789169139129368
2.08875,1.4706406959319593,1.4792495851219523
2.089375,1.4703020182098585,1.4795822563309675
2.09,1.4703020182098585,1.4795822563309675
2.090625,1.4706406959319593,1.4792495851219523
2.09125,1.4713180513761608,1.4785842427039217
2.091875,1.4716567290982616,1.4779189002858912
2.0925000000000002,1.4719954068203625,1.4769208866588455
2.093125,1.473011439986665,1.4759228730318
2.09375,1.4736887954308666,1.4749248594047542
2.0943750000000003,1.4747048285971693,1.4735941745686927
2.095,1.4753821840413708,1.4725961609416474
2.095625,1.4760595394855724,1.4715981473146016
2.0962500000000004,1.4767368949297743,1.4706001336875556
2.096875,1.4774142503739756,1.4696021200605107
2.0975,1.4780916058181774,1.4686041064334645
2.098125,1.4784302835402783,1.4682714352244493
2.09875,1.4787689612623791,1.467938764015434
2.099375,1.4787689612623791,1.4676060928064187
2.1,1.4784302835402783,1.467938764015434
2.100625,1.4784302835402783,1.4682714352244493
2.1012500000000003,1.4780916058181774,1.4686041064334645
2.101875,1.4774142503739758,1.469269448851495
2.1025,1.4767368949297741,1.4702674624785408
2.1031250000000004,1.4757208617634714,1.4712654761055866
2.10375,1.4750435063192702,1.4719308185236166
2.104375,1.4740274731529674,1.4732615033596779
2.105,1.4733501177087658,1.4742595169867236
2.105625,1.4726727622645643,1.475257530613769
2.10625,1.4719954068203625,1.476255544240815
2.106875,1.4713180513761608,1.4772535578678607
2.1075,1.4706406959319593,1.4779189002858912
2.1081250000000002,1.4703020182098585,1.4785842427039217
2.10875,1.4699633404877577,1.478916913912937
2.109375,1.4699633404877577,1.4792495851219523
2.1100000000000003,1.4703020182098585,1.479249585121952
2.110625,1.4703020182098585,1.478916913912937
2.11125,1.47097937365406,1.4782515714949065
2.1118750000000004,1.4716567290982618,1.4775862290768755
2.1125,1.472334084542463,1.4765882154498307
2.113125,1.473011439986665,1.4755902018227847
2.11375,1.4736887954308666,1.4742595169867236
2.114375,1.4747048285971691,1.4732615033596779
2.115,1.4757208617634716,1.4719308185236168
2.115625,1.4763982172076733,1.470932804896571
2.11625,1.4774142503739758,1.4696021200605103
2.1168750000000003,1.4780916058181774,1.4686041064334645
2.1175,1.4787689612623791,1.467938764015434
2.118125,1.47910763898448,1.4672734215974035
2.1187500000000004,1.4794463167065803,1.466940750388388
2.119375,1.4791076389844802,1.4666080791793732
2.12,1.47910763898448,1.4669407503883882
2.120625,1.4787689612623791,1.4672734215974035
2.12125,1.4787689612623791,1.4676060928064185
2.121875,1.4777529280960766,1.4686041064334645
2.1225,1.477075572651875,1.469269448851495
2.123125,1.4763982172076733,1.4702674624785408
2.1237500000000002,1.4753821840413708,1.4715981473146016
2.124375,1.4747048285971691,1.4725961609416474
2.125,1.4736887954308666,1.4735941745686931
2.1256250000000003,1.472672762264564,1.4745921881957393
2.12625,1.4719954068203625,1.4755902018227847
2.126875,1.4713180513761608,1.4765882154498302
2.1275000000000004,1.4709793736540597,1.4775862290768762
2.128125,1.4703020182098587,1.477918900285891
2.12875,1.4699633404877577,1.4782515714949065
2.129375,1.4699633404877577,1.4785842427039217
2.13,1.4703020182098585,1.4782515714949065
2.130625,1.4706406959319593,1.4779189002858912
2.13125,1.47097937365406,1.477586229076876
